phylum,1000,10000,100000,1000000,10000000
Abditibacteriota,9.590779195295913e-06,9.590779195295915e-06,9.590779195295915e-06,9.590779195295913e-06,9.045042522185548e-06
Acanthocephala,,,,,
Acidobacteriota,0.0008416498851392404,0.0007244967106063933,0.0007703261790807857,0.0006983113788652743,0.0006847258856864336
Actinomycetota,0.016647356665545735,0.017387107900578187,0.017525062582027337,0.017409744444296788,0.017383819661628386
Annelida,0.0013756082454429686,0.0008510040034151834,0.0007768005270461828,0.0007931052037615635,0.0007881251489789655
Apicomplexa,0.0002490135289051911,0.00024901352890519104,0.00023864188288843185,0.00024343718859601372,0.0002278235949518611
Aquificota,1.858158736401688e-05,1.8581587364016884e-05,1.8581587364016884e-05,1.7214875901444076e-05,2.239312823804321e-05
Armatimonadota,0.0001250028059032524,0.00012500280590325237,6.332672955390832e-05,5.289050626713001e-05,5.3831867153551954e-05
Arthropoda,0.010758746089657916,0.011135685820386598,0.011103701525273476,0.010978418092440484,0.010839554298653829
Artverviricota,7.665207335604738e-06,7.665207335604738e-06,7.665207335604737e-06,7.665207335604738e-06,6.455185233079169e-06
Ascomycota,0.0014663302171886788,0.0013654307001735484,0.0013689649286587986,0.0013456641503366558,0.0013269126052711689
Atribacterota,2.3561298847438344e-06,2.3561298847438344e-06,2.3561298847438344e-06,2.3561298847438344e-06,2.153411763700301e-06
Bacillariophyta,0.0680367100515466,0.06559470876611775,0.06467497091169506,0.0652625517536369,0.06477965001308622
Bacillota,0.004448019234178649,0.004345149491922741,0.00460312514706441,0.004556595397021199,0.00459002339248263
Bacteroidota,0.175831900891417,0.17842072862214317,0.17903544137261196,0.17908987496258083,0.1787267535988154
Balneolota,0.00012307004422108483,0.00012307004422108483,9.546842036323294e-05,0.0001073098263049258,0.00010379753150987216
Basidiomycota,0.0008828376817025465,0.0003545469361967384,0.00031228554029024975,0.0003117620986410337,0.0003156815600883146
Bdellovibrionota,0.0002252978023598308,0.00022529780235983077,0.00021248364731067887,0.00020446495471007333,0.0002024362319983664
Blastocladiomycota,2.1521133800138087e-06,2.1521133800138087e-06,2.1521133800138087e-06,2.1521133800138087e-06,2.1521133800138087e-06
Brachiopoda,7.210715112736914e-06,7.210715112736912e-06,7.210715112736912e-06,7.210715112736912e-06,4.737551963491847e-06
Bryozoa,0.00016689486703294273,0.00016689486703294273,0.00012481223917584856,0.00012516252872281909,0.00014258098420670795
Caldisericota,2.153190921285941e-06,2.153190921285941e-06,2.153190921285941e-06,2.153190921285941e-06,2.153190921285941e-06
Calditrichota,9.094620755469615e-06,9.094620755469615e-06,9.094620755469615e-06,9.094620755469615e-06,6.9938073938119386e-06
Campylobacterota,0.0014764745390775569,0.0011132056284104117,0.0012035166855466955,0.0011667912132856894,0.0011434222907201726
Candidatus Abawacaibacteriota,,,,,
Candidatus Absconditibacteriota,7.46016853630232e-06,7.46016853630232e-06,7.46016853630232e-06,7.46016853630232e-06,8.078240191353e-06
Candidatus Adlerbacteria,,,,,
Candidatus Aenigmatarchaeota,4.305540585797098e-06,4.305540585797098e-06,4.305540585797098e-06,4.305540585797098e-06,4.305540585797098e-06
Candidatus Aerophobetes,3.2024268376648885e-06,3.202426837664888e-06,3.202426837664888e-06,3.202426837664888e-06,3.2284504889456416e-06
Candidatus Altarchaeota,,,,,
Candidatus Amesbacteria,,,,,
Candidatus Aminicenantota,3.127016643607188e-05,3.127016643607187e-05,3.127016643607187e-05,2.770654049080881e-05,2.626940524222677e-05
Candidatus Anderseniibacteriota,,,,,
Candidatus Auribacterota,,,,,
Candidatus Azambacteria,,,,,
Candidatus Bathyarchaeota,5.438833036264791e-05,5.438833036264792e-05,3.2524323366419405e-05,2.2678373286237592e-05,1.9385717905619475e-05
Candidatus Beckwithbacteria,,,,,
Candidatus Berkelbacteria,3.15741281593882e-06,3.15741281593882e-06,3.15741281593882e-06,3.15741281593882e-06,
Candidatus Binatota,4.451992928402662e-05,4.451992928402661e-05,4.451992928402662e-05,4.389883696285869e-05,4.2202230021722115e-05
Candidatus Bipolaricaulota,1.4226186175231114e-05,1.4226186175231116e-05,1.4226186175231116e-05,9.623098548944813e-06,1.0337379264580451e-05
Candidatus Blackallbacteria,,,,,
Candidatus Blackburniibacteriota,,,,,
Candidatus Borrarchaeota,,,,,
Candidatus Brenneribacteriota,,,,,
Candidatus Brockarchaeota,,,,,
Candidatus Buchananiibacteriota,,,,,
Candidatus Calescamantes,,,,,
Candidatus Campbellbacteria,4.688820139348512e-06,4.688820139348512e-06,4.688820139348511e-06,4.688820139348512e-06,3.5854975042372316e-06
Candidatus Cerribacteria,,,,,
Candidatus Chisholmiibacteriota,,,,,
Candidatus Cloacimonadota,3.481894936065082e-06,3.481894936065082e-06,3.481894936065082e-06,3.481894936065082e-06,3.5900556427738357e-06
Candidatus Coatesiibacteriota,8.338818110835952e-06,8.338818110835952e-06,8.338818110835952e-06,5.320355612816624e-06,5.739283721522509e-06
Candidatus Collierbacteria,,,,,
Candidatus Colwelliibacteriota,,,,,
Candidatus Cryosericota,,,,,
Candidatus Culexarchaeota,,,,,
Candidatus Curtissbacteria,,,,,
Candidatus Daviesbacteria,2.152411028013477e-06,2.152411028013477e-06,2.152411028013477e-06,2.152411028013477e-06,2.152411028013477e-06
Candidatus Deferrimicrobiota,,,,,
Candidatus Delongiibacteriota,,,,,
Candidatus Desantisbacteria,,,,,
Candidatus Dormiibacterota,,,,,
Candidatus Doudnaibacteriota,,,,,
Candidatus Edwardsiibacteriota,,,,,
Candidatus Eiseniibacteriota,4.771721086948928e-06,4.771721086948928e-06,4.771721086948928e-06,4.771721086948928e-06,2.152411028013477e-06
Candidatus Electryoneota,,,,,
Candidatus Elulimicrobiota,,,,,
Candidatus Falkowbacteria,2.1514120793184045e-06,2.1514120793184045e-06,2.1514120793184045e-06,2.1514120793184045e-06,2.1514120793184045e-06
Candidatus Fermentibacterota,,,,,
Candidatus Fervidibacterota,3.2076268050793383e-06,3.2076268050793383e-06,3.2076268050793383e-06,3.2076268050793383e-06,3.2327337996495975e-06
Candidatus Firestoneibacteriota,,,,,
